カテゴリID,カテゴリ名,カテゴリ名（フル）
uVT4FHuUqoufLJq7Mz7RAm,モビール,家具・インテリア > インテリア小物 > モビール
FUTmwjHfwqASktqDNsugtX,置物,家具・インテリア > インテリア小物 > 置物
4nfjWVueB3CVcdn9YdNqnY,風鈴,家具・インテリア > インテリア小物 > 風鈴
mw5xhvbY4GZ6HLeaAxmuCA,その他,家具・インテリア > インテリア小物 > その他
CHZqhDr67K8WkQRpq6n9LQ,ストームグラス,家具・インテリア > インテリア小物 > ストームグラス
Vy95uDFHftXRqVgXUozwz6,オフィス用品,家具・インテリア > 事務・店舗用品 > オフィス用品
MxQbRBbyvnzHfnXm6oqTMn,その他,家具・インテリア > 事務・店舗用品 > その他
MNmCuzVm2qRxXqpGJvtsUm,電話台・ファックス台,家具・インテリア > リビング収納 > 電話台・ファックス台
FcWVKYRnweW4pQtvaUhDRV,ドレッサー・鏡台,家具・インテリア > リビング収納 > ドレッサー・鏡台
dRTdXXvDNubPUMP4PJGrgf,その他,家具・インテリア > リビング収納 > その他
b5CQvm7At4c6xmfcX2xMeS,テレビ台,家具・インテリア > リビング収納 > テレビ台
nrCpawxs5bctcfDGwjS7Qf,キャビネット・サイドボード,家具・インテリア > リビング収納 > キャビネット・サイドボード
CUa9W9b5vS5QxRYcvCw3AH,ガラスケース・ディスプレイケース,家具・インテリア > リビング収納 > ガラスケース・ディスプレイケース
ntUV2wKQtLu5txjdpqbNoC,間仕切り・パーテーション,家具・インテリア > リビング収納 > 間仕切り・パーテーション
Uz9BXYU3QEjWhJJ5kQKZcF,カラーボックス,家具・インテリア > リビング収納 > カラーボックス
4gmPoiajwF5TqC2gFyoS9n,レンジボード・レンジ台,家具・インテリア > キッチン収納 > レンジボード・レンジ台
bBfVXevd9V5DAC2HDX795j,食器棚・キッチンカウンター,家具・インテリア > キッチン収納 > 食器棚・キッチンカウンター
cQveTfdEGehBaxXso9Ujvg,キッチンワゴン,家具・インテリア > キッチン収納 > キッチンワゴン
Ls9dcLtW9t6QwrsJvSdizm,その他,家具・インテリア > キッチン収納 > その他
yWNERwn95nZJsrGDUuC4pd,スリッパラック・玄関収納,家具・インテリア > 玄関・屋外収納 > スリッパラック・玄関収納
2qhGeHG6ajdxQZop5EeruY,傘立て,家具・インテリア > 玄関・屋外収納 > 傘立て
dvirTzsmNzYZQipxpYizmV,下駄箱・靴箱・シューズラック,家具・インテリア > 玄関・屋外収納 > 下駄箱・靴箱・シューズラック
6JLahzyVdoPo8JA6icYqRf,その他,家具・インテリア > 玄関・屋外収納 > その他
NFHnimGG3igTjAtJvYgRVo,サニタリーラック・チェスト,家具・インテリア > バス・トイレ収納 > サニタリーラック・チェスト
WKfTTKZt5fv5T6q2DjehAA,ランドリーラック・洗濯機ラック,家具・インテリア > バス・トイレ収納 > ランドリーラック・洗濯機ラック
DYhyoabKGekZSJXkEfC6FW,トイレ収納,家具・インテリア > バス・トイレ収納 > トイレ収納
fEh39yQ49Hf8Ck6mSSXhRb,その他,家具・インテリア > バス・トイレ収納 > その他
FLDJNR2Ztsu32JrPWGg6i,チェスト・タンス,家具・インテリア > 洋服タンス・押入れ収納 > チェスト・タンス
9Aqp5SCUFWBarByhZ4MbSh,ハンガーラック・ポールハンガー,家具・インテリア > 洋服タンス・押入れ収納 > ハンガーラック・ポールハンガー
YJzH3PmdYVkX6szuhokDAh,衣装ケース・衣類収納ケース,家具・インテリア > 洋服タンス・押入れ収納 > 衣装ケース・衣類収納ケース
JFRNZGPLgMYcqYfzhP8dyh,衣類ハンガー,家具・インテリア > 洋服タンス・押入れ収納 > 衣類ハンガー
bJiCSCMafSWJ3Dce4mnQte,衣類カバー,家具・インテリア > 洋服タンス・押入れ収納 > 衣類カバー
Wapq2UEsPiUH7ArmsXJDLf,布団圧縮袋・衣類圧縮袋,家具・インテリア > 洋服タンス・押入れ収納 > 布団圧縮袋・衣類圧縮袋
Fvtj7siDE58v5TgEqyS5b,突っ張り棒,家具・インテリア > 洋服タンス・押入れ収納 > 突っ張り棒
bHMBfJUNKRgDPCEkgMnivc,その他,家具・インテリア > 洋服タンス・押入れ収納 > その他
WXcJXc3PG3BtQ2sEXrhPYC,本棚・本収納,家具・インテリア > 棚・ラック・シェルフ > 本棚・本収納
6P2cttS2uLLTBhxTEymrfi,スチールラック・メタルラック,家具・インテリア > 棚・ラック・シェルフ > スチールラック・メタルラック
W6o34DWykChM2KbDyozak7,木製ラック・ウッドラック,家具・インテリア > 棚・ラック・シェルフ > 木製ラック・ウッドラック
mUMNfozwBvStC3zfoTDZKb,その他,家具・インテリア > 棚・ラック・シェルフ > その他
jJZaYenh2G68z9Q3Lvy2Ko,ソファカバー,家具・インテリア > ファブリック・カバー類 > ソファカバー
UsEtZmFX8c8ReuRDDoMQnY,クッションカバー,家具・インテリア > ファブリック・カバー類 > クッションカバー
o3uWJ2PFHXraQbi9dsqccG,マルチカバー,家具・インテリア > ファブリック・カバー類 > マルチカバー
HaQv6ak2WGtp8Q9KRJq2MN,座椅子カバー,家具・インテリア > ファブリック・カバー類 > 座椅子カバー
PwZSrG35htxWPAZ5WwX8be,ピアノカバー,家具・インテリア > ファブリック・カバー類 > ピアノカバー
e8ArQDJa9Cc8svEsoCau5a,椅子カバー,家具・インテリア > ファブリック・カバー類 > 椅子カバー
6Kh7mVZ4zhakfpbdzocEjM,ベッドカバー・スプレッド,家具・インテリア > ファブリック・カバー類 > ベッドカバー・スプレッド
K7F4XsXciA5RLMDtC3GyME,その他,家具・インテリア > ファブリック・カバー類 > その他
fXsVF9yvqyPEJ9N7NADEY8,少年漫画,本・雑誌・漫画 > 漫画 > 少年漫画
pg8vJAHtuGJYvqTU9kSLa9,少女漫画,本・雑誌・漫画 > 漫画 > 少女漫画
7YpkuT6dpuj2AdCV2K9jAY,青年漫画,本・雑誌・漫画 > 漫画 > 青年漫画
Ks3Tatex33bwTE9hmmLeAH,女性漫画,本・雑誌・漫画 > 漫画 > 女性漫画
FJC3aE5Lns4wtcDss78tvM,その他,本・雑誌・漫画 > 漫画 > その他
Eb4Zbd52dh8LiXgA48tcKB,ボーイズラブ,本・雑誌・漫画 > 漫画 > ボーイズラブ
M8bkZVsouvMhBf3m4WdesJ,ティーンズラブ,本・雑誌・漫画 > 漫画 > ティーンズラブ
b3W44BjWpR4UQczQHpwxxi,4コマ漫画,本・雑誌・漫画 > 漫画 > 4コマ漫画
VPnsLbH6uY82YHuos6Kh4F,イラスト集,本・雑誌・漫画 > 漫画 > イラスト集
TZtHoBQEJ3hWn9dV2LNj6E,フィルムコミック,本・雑誌・漫画 > 漫画 > フィルムコミック
PUNLitJTcwaPbTdGP79ubW,文学・小説,本・雑誌・漫画 > 本 > 文学・小説
nFpTe5U8Be5gSWZR7MwQvH,人文,本・雑誌・漫画 > 本 > 人文
UThjQnTEjPJzevKnvoLoQf,地図・旅行ガイド,本・雑誌・漫画 > 本 > 地図・旅行ガイド
eBm498WHR9m6tEHZjtS6QF,ビジネス・経済,本・雑誌・漫画 > 本 > ビジネス・経済
iJbV533Yj6U5HGec7znmzR,健康・医学,本・雑誌・漫画 > 本 > 健康・医学
dTPvpwPzDNyBqeRznC6xf4,コンピュータ・IT,本・雑誌・漫画 > 本 > コンピュータ・IT
DUmwdJEDRNCESGnnFJVGWE,趣味・スポーツ・実用,本・雑誌・漫画 > 本 > 趣味・スポーツ・実用
diQFoz63utK9GHeNVeLUZZ,アート・デザイン・音楽,本・雑誌・漫画 > 本 > アート・デザイン・音楽
srG8vMgBvbxRPLXhYJf8mT,洋書,本・雑誌・漫画 > 本 > 洋書
FYarQjqPCXMapDAgfso5Gm,その他,本・雑誌・漫画 > 本 > その他
Sr2koU8Gf7DwNyc7soe2NY,絵本・児童書,本・雑誌・漫画 > 本 > 絵本・児童書
BvCgAga7gpQnJugWrWUw8e,語学・辞書・学習参考書,本・雑誌・漫画 > 本 > 語学・辞書・学習参考書
6orLuLwrXKnnj2VuB3t2zR,資格・検定,本・雑誌・漫画 > 本 > 資格・検定
c8J35c3ohofmjaLgedV4UL,社会・政治,本・雑誌・漫画 > 本 > 社会・政治
JwxEvKpgppMixZa5FoRR94,科学・工学,本・雑誌・漫画 > 本 > 科学・工学
mi3GNuVyr58LQwfxdPXCsB,エンターテインメント,本・雑誌・漫画 > 本 > エンターテインメント
5uaqz4Rtd5vuRrqLnS4bDH,ゲーム・攻略本,本・雑誌・漫画 > 本 > ゲーム・攻略本
BuCQ4VjLpXbKk8wmgfHoq,タレント写真集,本・雑誌・漫画 > 本 > タレント写真集
AfZ79PLPYraw353J6dDk5i,女性情報誌,本・雑誌・漫画 > 雑誌 > 女性情報誌
V9wFLwqZNdi2aaAuTbTLRf,週刊誌,本・雑誌・漫画 > 雑誌 > 週刊誌
K8xLSzFhz5o8R72hMqXhiV,趣味,本・雑誌・漫画 > 雑誌 > 趣味
TRvLjNxgketq6Zaw354j4M,その他,本・雑誌・漫画 > 雑誌 > その他
Mqg5KnSFg8E8grECChUshV,男性情報誌,本・雑誌・漫画 > 雑誌 > 男性情報誌
bNrnnpKXDyMegKcKh2NFQj,情報誌,本・雑誌・漫画 > 雑誌 > 情報誌
BmAFmFAQ6BiR4mQWTq3zzA,児童,本・雑誌・漫画 > 雑誌 > 児童
qHoBhy3QrqkNzkDmMm3vi6,学習テキスト,本・雑誌・漫画 > 雑誌 > 学習テキスト
4sgvi4ezPvZvHKBzVcpXyT,暮らし・生活,本・雑誌・漫画 > 雑誌 > 暮らし・生活
Y8j3V9wFA2YoNvAHV8F6Z,音楽・芸能,本・雑誌・漫画 > 雑誌 > 音楽・芸能
mMQajBpk9xvaP9p82MRGSE,スポーツ,本・雑誌・漫画 > 雑誌 > スポーツ
DPGTc2CoT2yYMb5QHuqCT5,モーター,本・雑誌・漫画 > 雑誌 > モーター
D8tLvreTRfpBUpE2fmsyYL,コンピュータ,本・雑誌・漫画 > 雑誌 > コンピュータ
vgBiBovJJh9rvrf3FumkTB,専門,本・雑誌・漫画 > 雑誌 > 専門
etMv5GRfoGsb9MfxBcnrX3,ゲーム,本・雑誌・漫画 > 雑誌 > ゲーム
4KCatSab2wavjWsrxTqeBk,女性コミック,本・雑誌・漫画 > 雑誌 > 女性コミック
ET6BJeyUi7NDbnQwhsWBFT,男性コミック,本・雑誌・漫画 > 雑誌 > 男性コミック
dZUPLfV98e7pCtpCXLk3KY,香水(男性用),コスメ・美容 > 香水 > 香水(男性用)
7N4gxFDiC5ts5yanJQKeiJ,香水(女性用),コスメ・美容 > 香水 > 香水(女性用)
NfSJwn53AQ5XeAiTrrqMnh,香水(ユニセックス),コスメ・美容 > 香水 > 香水(ユニセックス)
GkjUEkyNyvUMrMn3zbRpeW,その他,コスメ・美容 > 香水 > その他
E4H7vgYUZzkJLnyp2Q7ezj,ボディミスト,コスメ・美容 > 香水 > ボディミスト
s6F92RC8gQoutp2WNYmYba,化粧下地,コスメ・美容 > ベースメイク > 化粧下地
vcE7Fvpnyf62GETQRm776T,BBクリーム,コスメ・美容 > ベースメイク > BBクリーム
rwCNnAEwGqCYc9garhoiJ,コントロールカラー,コスメ・美容 > ベースメイク > コントロールカラー
MVMX5QioaxYWufzjypLoXc,CCクリーム,コスメ・美容 > ベースメイク > CCクリーム
SpYzqxTUmPda7UvzpCAk9g,ネイルアート用品(筆など),コスメ・美容 > ネイルケア > ネイルアート用品(筆など)
FrHmrMjSjcxZHsDHDmdREW,ネイルカラー・マニキュア,コスメ・美容 > ネイルケア > ネイルカラー・マニキュア
PzAQPLcwzBcQxYsFJAY5hP,ネイルチップ・付け爪,コスメ・美容 > ネイルケア > ネイルチップ・付け爪
gdQKy3Jxxvhy8FQMFfLs37,手入れ用具,コスメ・美容 > ネイルケア > 手入れ用具
cai8WWB84CCWdDgoVUvf8Z,ネイルベースコート・トップコート,コスメ・美容 > ネイルケア > ネイルベースコート・トップコート
E7CVSNj3z3SCnbsF4XAkBC,ネイルパーツ,コスメ・美容 > ネイルケア > ネイルパーツ
d6pdQhEWChTZXeRje42Mq5,除光液,コスメ・美容 > ネイルケア > 除光液
AsRWSU5vK2bFdyhdDw2cid,ネイルオイル,コスメ・美容 > ネイルケア > ネイルオイル
DLqjUR8EHRR3zDTRCEEtbD,シャンプー,コスメ・美容 > ヘアケア > シャンプー
aTDvJ3Uf8qanJpmPQDu9vG,トリートメント,コスメ・美容 > ヘアケア > トリートメント
B9KZFFjUeuLXJmoFkRa8v9,リンス・コンディショナー,コスメ・美容 > ヘアケア > リンス・コンディショナー
coVFbV8ZWbHf7b2TobpEgM,育毛・スカルプケア,コスメ・美容 > ヘアケア > 育毛・スカルプケア
VH2y9j7RcBSRnEzqRy8Ta3,ヘアカーラー,コスメ・美容 > ヘアケア > ヘアカーラー
TngU8Dx4JbVsYXD3SAqcaJ,ヘアバンド,コスメ・美容 > ヘアケア > ヘアバンド
VrAyRJh2Jkej4iKj3HyG84,ナイトキャップ,コスメ・美容 > ヘアケア > ナイトキャップ
76aVhgY9G6osUXWrQvivEG,ボディクリーム,コスメ・美容 > ボディケア > ボディクリーム
ZX4DaYTRH5RppTU6c4G4Ui,ボディローション,コスメ・美容 > ボディケア > ボディローション
dGFy2HtYtqosjniK6dbhnN,入浴剤・バスソルト,コスメ・美容 > ボディケア > 入浴剤・バスソルト
oEPsgWFTHKyRDD3Lkek3iU,ハンドケア・ハンドクリーム,コスメ・美容 > ボディケア > ハンドケア・ハンドクリーム
U4w8uv83x3Y6v6njn9inya,ボディソープ,コスメ・美容 > ボディケア > ボディソープ
hKRKiYhSCKCF6WzsSFpXc9,石鹸,コスメ・美容 > ボディケア > 石鹸
d4DSqEyUinBTAGhDqyydy3,ボディオイル,コスメ・美容 > ボディケア > ボディオイル
gzuK4n6dw8cqYdYnV2q5vV,ボディバター,コスメ・美容 > ボディケア > ボディバター
TFqiDxjHvayLM84SPdTiU7,ボディジェル,コスメ・美容 > ボディケア > ボディジェル
BAPZVSUDZvKCFQa2aJX9NZ,ボディパウダー,コスメ・美容 > ボディケア > ボディパウダー
zSw7CcU65aBua8sE2ST2mY,ボディマッサージ・スクラブ,コスメ・美容 > ボディケア > ボディマッサージ・スクラブ
qjBUa7if3GTBzNeXZoj2SF,バストケア,コスメ・美容 > ボディケア > バストケア
MBmPho4cfNgAAzNdYHWLLU,デリケートゾーンケア,コスメ・美容 > ボディケア > デリケートゾーンケア
2e4UPvanutqzEhtk3LQ8yL,脱毛・除毛クリーム,コスメ・美容 > ボディケア > 脱毛・除毛クリーム
dnLP7YYNKgE7SikAMH4UBC,サンオイル,コスメ・美容 > ボディケア > サンオイル
WDX2AieWiopjJpNsao6qw3,口臭防止・エチケット用品,コスメ・美容 > オーラルケア > 口臭防止・エチケット用品
NqnvhWLtH8v32F28tCFLiE,歯ブラシ,コスメ・美容 > オーラルケア > 歯ブラシ
ofwAaedwr5h4d3CrQiRgrN,その他,コスメ・美容 > オーラルケア > その他
36XrhGNSX6bbZB9nVKbAYP,歯間ブラシ,コスメ・美容 > オーラルケア > 歯間ブラシ
ofrFLUisKYUukAioUhtigL,デンタルフロス,コスメ・美容 > オーラルケア > デンタルフロス
nwnxfLGcP3uBGZRQrLUKSf,舌ブラシ・クリーナー,コスメ・美容 > オーラルケア > 舌ブラシ・クリーナー
8PwcjA79BzdhzcDD6qd3HN,マウスウォッシュ,コスメ・美容 > オーラルケア > マウスウォッシュ
NbnJN9ANfvmMT32PEU22Gj,歯磨き粉,コスメ・美容 > オーラルケア > 歯磨き粉
U9ZSXqrZKPhkfhP8kyGp35,口臭チェッカー,コスメ・美容 > オーラルケア > 口臭チェッカー
MzBqfPFxRBefyyDWnGgHP9,ホワイトニング,コスメ・美容 > オーラルケア > ホワイトニング
bfLJPjSytjA3owjtyjETDF,歯石取り,コスメ・美容 > オーラルケア > 歯石取り
3sigJDpHUJEYv9bSEqPBwi,デンタルミラー,コスメ・美容 > オーラルケア > デンタルミラー
PgHuxC7DDD3TKzfashS4FW,入れ歯安定剤,コスメ・美容 > オーラルケア > 入れ歯安定剤
DbpadgZijwGFDSoXRPTi8b,入れ歯洗浄剤,コスメ・美容 > オーラルケア > 入れ歯洗浄剤
DLA52LQp2nFrw6eGYBVF2W,入れ歯容器・入れ歯ケース,コスメ・美容 > オーラルケア > 入れ歯容器・入れ歯ケース
xVrtBknh66LfmRPTFLXXgb,口腔洗浄機,コスメ・美容 > オーラルケア > 口腔洗浄機
QCY9KitCaKgWeNvXd8UJiK,うがい薬,コスメ・美容 > オーラルケア > うがい薬
ntvwRHGQtpMr82quGQigD3,化粧水・ローション・トナー,コスメ・美容 > スキンケア・基礎化粧品 > 化粧水・ローション・トナー
wZKaRXdhQTA7JuUFLvrkUf,乳液・ミルク,コスメ・美容 > スキンケア・基礎化粧品 > 乳液・ミルク
h6FWUPZTrnmsFQcXpXf5E,美容液,コスメ・美容 > スキンケア・基礎化粧品 > 美容液
u26jA5VwvtmGXmkRubPsRE,洗顔料,コスメ・美容 > スキンケア・基礎化粧品 > 洗顔料
CBkQMtcuw7zZhG66T6NjDn,フェイスクリーム,コスメ・美容 > スキンケア・基礎化粧品 > フェイスクリーム
xJRjyqBczWEuESQxPj7Tmh,フェイスジェル・ゲル,コスメ・美容 > スキンケア・基礎化粧品 > フェイスジェル・ゲル
dEFbNH2jSSirarLPJHYRDV,トライアルセット・サンプル,コスメ・美容 > スキンケア・基礎化粧品 > トライアルセット・サンプル
DSkboxFizD3CREU3JdWS9J,ブースター・導入液,コスメ・美容 > スキンケア・基礎化粧品 > ブースター・導入液
